region,programme_title,p1_site,p1_speciality,p2_site,p2_speciality,p3_site,p3_speciality,p4_site,p4_speciality,p4_description,p5_site,p5_speciality,p5_description,p6_site,p6_speciality,p6_description
West,ScotW22001,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,Dumfries and Galloway Royal Infirmary,Acute Internal Medicine,Dumfries and Galloway Royal Infirmary,General Surgery,Cairnsmore Medical Practice,General Practice,"Cairnsmore Medical Practice, Health Centre, Creebridge, Newton Stewart, DG8 6NR (Y18151)",Dumfries and Galloway Royal Infirmary,General Psychiatry,,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,
West,ScotW22002,Dumfries and Galloway Royal Infirmary,General Surgery,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,Dumfries and Galloway Royal Infirmary,Acute Internal Medicine,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,,Cairnsmore Medical Practice,General Practice,"Cairnsmore Medical Practice, Health Centre, Creebridge, Newton Stewart, DG8 6NR (Y18151)",Dumfries and Galloway Royal Infirmary,General Psychiatry,
West,ScotW22003,Dumfries and Galloway Royal Infirmary,Acute Internal Medicine,Dumfries and Galloway Royal Infirmary,General Surgery,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,Dumfries and Galloway Royal Infirmary,General Psychiatry,,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,,Cairnsmore Medical Practice,General Practice,"Cairnsmore Medical Practice, Health Centre, Creebridge, Newton Stewart, DG8 6NR (Y18151)"
West,ScotW22004,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,Dumfries and Galloway Royal Infirmary,Acute Internal Medicine,Dumfries and Galloway Royal Infirmary,General Surgery,St Michaels Medical Centre,General Practice,"St Michaels Medical Centre, St Michaels Bridge Road, Dumfries, DG1 2PX (Y18273)",Dumfries and Galloway Royal Infirmary,General Psychiatry,,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,
West,ScotW22005,Dumfries and Galloway Royal Infirmary,General Surgery,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,Dumfries and Galloway Royal Infirmary,Acute Internal Medicine,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,,St Michaels Medical Centre,General Practice,"St Michaels Medical Centre, St Michaels Bridge Road, Dumfries, DG1 2PX (Y18273)",Dumfries and Galloway Royal Infirmary,General Psychiatry,
West,ScotW22006,Dumfries and Galloway Royal Infirmary,Acute Internal Medicine,Dumfries and Galloway Royal Infirmary,General Surgery,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,Dumfries and Galloway Royal Infirmary,General Psychiatry,,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,,St Michaels Medical Centre,General Practice,"St Michaels Medical Centre, St Michaels Bridge Road, Dumfries, DG1 2PX (Y18273)"
West,ScotW22007,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,Dumfries and Galloway Royal Infirmary,Acute Internal Medicine,Dumfries and Galloway Royal Infirmary,General Surgery,Thornhill Medical Practice,General Practice,"Thornhill Medical Practice, Thornhill Health Centre, Thornhill, Dumfriesshire, DG3 5AA (Y18339)",Dumfries and Galloway Royal Infirmary,Obstetrics and Gynaecology,,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,
West,ScotW22008,Dumfries and Galloway Royal Infirmary,General Surgery,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,Dumfries and Galloway Royal Infirmary,Acute Internal Medicine,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,,Thornhill Medical Practice,General Practice,"Thornhill Medical Practice, Thornhill Health Centre, Thornhill, Dumfriesshire, DG3 5AA (Y18339)",Dumfries and Galloway Royal Infirmary,Obstetrics and Gynaecology,
West,ScotW22009,Dumfries and Galloway Royal Infirmary,Acute Internal Medicine,Dumfries and Galloway Royal Infirmary,General Surgery,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,Dumfries and Galloway Royal Infirmary,Obstetrics and Gynaecology,,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,,Thornhill Medical Practice,General Practice,"Thornhill Medical Practice, Thornhill Health Centre, Thornhill, Dumfriesshire, DG3 5AA (Y18339)"
West,ScotW22010,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,Dumfries and Galloway Royal Infirmary,Acute Internal Medicine,Dumfries and Galloway Royal Infirmary,General Surgery,Castle Douglas Medical Group,General Practice,"Castle Douglas Medical Group, Garden Hill Primary Care Centre, 2 Garden Hill Road, Castle Douglas, DG7 3EE (Y18184)",Dumfries and Galloway Royal Infirmary,Obstetrics and Gynaecology,,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,
West,ScotW22011,Dumfries and Galloway Royal Infirmary,General Surgery,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,Dumfries and Galloway Royal Infirmary,Acute Internal Medicine,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,,Castle Douglas Medical Group,General Practice,"Castle Douglas Medical Group, Garden Hill Primary Care Centre, 2 Garden Hill Road, Castle Douglas, DG7 3EE (Y18184)",Dumfries and Galloway Royal Infirmary,Obstetrics and Gynaecology,
West,ScotW22012,Dumfries and Galloway Royal Infirmary,Acute Internal Medicine,Dumfries and Galloway Royal Infirmary,General Surgery,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,Dumfries and Galloway Royal Infirmary,Obstetrics and Gynaecology,,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,,Castle Douglas Medical Group,General Practice,"Castle Douglas Medical Group, Garden Hill Primary Care Centre, 2 Garden Hill Road, Castle Douglas, DG7 3EE (Y18184)"
West,ScotW22013,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,Dumfries and Galloway Royal Infirmary,Acute Internal Medicine,Dumfries and Galloway Royal Infirmary,General Surgery,Lockerbie Medical Practice,General Practice,"Lockerbie Medical Practice, Victoria Gardens, Lockerbie, DG11 2BJ (Y18644)",Dumfries and Galloway Royal Infirmary,Renal Medicine,Renal Medicine and Endocrinology and Diabetes Mellitus,Dumfries and Galloway Royal Infirmary,General Surgery,
West,ScotW22014,Dumfries and Galloway Royal Infirmary,General Surgery,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,Dumfries and Galloway Royal Infirmary,Acute Internal Medicine,Dumfries and Galloway Royal Infirmary,General Surgery,,Lockerbie Medical Practice,General Practice,"Lockerbie Medical Practice, Victoria Gardens, Lockerbie, DG11 2BJ (Y18644)",Dumfries and Galloway Royal Infirmary,Renal Medicine,Renal Medicine and Endocrinology and Diabetes Mellitus
West,ScotW22015,Dumfries and Galloway Royal Infirmary,Acute Internal Medicine,Dumfries and Galloway Royal Infirmary,General Surgery,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,Dumfries and Galloway Royal Infirmary,Renal Medicine,Renal Medicine and Endocrinology and Diabetes Mellitus,Dumfries and Galloway Royal Infirmary,General Surgery,,Lockerbie Medical Practice,General Practice,"Lockerbie Medical Practice, Victoria Gardens, Lockerbie, DG11 2BJ (Y18644)"
West,ScotW23001,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,Intensive Care Medicine,,St Margaret of Scotland Hospice,Palliative Medicine,,Leverndale Hospital,Forensic Psychiatry,
West,ScotW23002,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General Surgery,Leverndale Hospital,Forensic Psychiatry,,Queen Elizabeth University Hospital,Intensive Care Medicine,,St Margaret of Scotland Hospice,Palliative Medicine,
West,ScotW23003,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General (Internal) Medicine,St Margaret of Scotland Hospice,Palliative Medicine,,Leverndale Hospital,Forensic Psychiatry,,Queen Elizabeth University Hospital,Intensive Care Medicine,
West,ScotW23004,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General (Internal) Medicine,,Queen Elizabeth University Hospital,Obstetrics and Gynaecology,,Waverley Park Medical Practice,General Practice,"Waverley Park Medical Practice, 19 Dinmont Road, Glasgow, G41 3UJ (G52151)"
West,ScotW23005,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General Surgery,Waverley Park Medical Practice,General Practice,"Waverley Park Medical Practice, 19 Dinmont Road, Glasgow, G41 3UJ (G52151)",Queen Elizabeth University Hospital,General (Internal) Medicine,,Queen Elizabeth University Hospital,Obstetrics and Gynaecology,
West,ScotW23006,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,Obstetrics and Gynaecology,,Waverley Park Medical Practice,General Practice,"Waverley Park Medical Practice, 19 Dinmont Road, Glasgow, G41 3UJ (G52151)",Queen Elizabeth University Hospital,General (Internal) Medicine,
West,ScotW23007,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,Neurology,Neurology and Rehabilitation Medicine (Spinal),Queen Elizabeth University Hospital,Obstetrics and Gynaecology,,Dr Stephen H Dunn & Partners,General Practice,"Dr Stephen H Dunn & Partners, The Health Centre, Station Road, Dumbarton, G82 1PW (G85090)"
West,ScotW23008,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General (Internal) Medicine,Dr Stephen H Dunn & Partners,General Practice,"Dr Stephen H Dunn & Partners, The Health Centre, Station Road, Dumbarton, G82 1PW (G85090)",Queen Elizabeth University Hospital,Neurology,Neurology and Rehabilitation Medicine (Spinal),Queen Elizabeth University Hospital,Obstetrics and Gynaecology,
West,ScotW23009,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,Obstetrics and Gynaecology,,Dr Stephen H Dunn & Partners,General Practice,"Dr Stephen H Dunn & Partners, The Health Centre, Station Road, Dumbarton, G82 1PW (G85090)",Queen Elizabeth University Hospital,Neurology,Neurology and Rehabilitation Medicine (Spinal)
West,ScotW23010,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General (Internal) Medicine,,Queen Elizabeth University Hospital,General Psychiatry,,Dr Stephen H Dunn & Partners,General Practice,"Dr Stephen H Dunn & Partners, The Health Centre, Station Road, Dumbarton, G82 1PW (G85090)"
West,ScotW23011,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General (Internal) Medicine,Dr Stephen H Dunn & Partners,General Practice,"Dr Stephen H Dunn & Partners, The Health Centre, Station Road, Dumbarton, G82 1PW (G85090)",Queen Elizabeth University Hospital,General (Internal) Medicine,,Queen Elizabeth University Hospital,General Psychiatry,
West,ScotW23012,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General Psychiatry,,Dr Stephen H Dunn & Partners,General Practice,"Dr Stephen H Dunn & Partners, The Health Centre, Station Road, Dumbarton, G82 1PW (G85090)",Queen Elizabeth University Hospital,General (Internal) Medicine,
West,ScotW23013,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,Geriatric Medicine,,Queen Elizabeth University Hospital,Trauma and Orthopaedic Surgery,,Beatson West of Scotland Cancer Centre,Medical Oncology,
West,ScotW23014,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General (Internal) Medicine,Beatson West of Scotland Cancer Centre,Medical Oncology,,Queen Elizabeth University Hospital,Geriatric Medicine,,Queen Elizabeth University Hospital,Trauma and Orthopaedic Surgery,
West,ScotW23015,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,General Surgery,Queen Elizabeth University Hospital,General (Internal) Medicine,Queen Elizabeth University Hospital,Trauma and Orthopaedic Surgery,,Beatson West of Scotland Cancer Centre,Medical Oncology,,Queen Elizabeth University Hospital,Geriatric Medicine,
West,ScotW24001,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,Dumfries and Galloway Royal Infirmary,Acute Internal Medicine,Dumfries and Galloway Royal Infirmary,General Surgery,Solway Medical Group,General Practice,"Solway Medical Group, The Health Centre, St Mary's Place, Kirkcudbright, DG6 4BJ (Y18199)",Dumfries and Galloway Royal Infirmary,General Surgery,,Dumfries and Galloway Royal Infirmary,Palliative Medicine,Palliative Medicine and Haematology
West,ScotW24002,Dumfries and Galloway Royal Infirmary,General Surgery,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,Dumfries and Galloway Royal Infirmary,Acute Internal Medicine,Dumfries and Galloway Royal Infirmary,Palliative Medicine,Palliative Medicine and Haematology,Solway Medical Group,General Practice,"Solway Medical Group, Kikcudbright Health Centre, St Mary's Place, Kirkcudbright, DG6 4BJ (Y18199)",Dumfries and Galloway Royal Infirmary,General Surgery,
West,ScotW24003,Dumfries and Galloway Royal Infirmary,Acute Internal Medicine,Dumfries and Galloway Royal Infirmary,General Surgery,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,Dumfries and Galloway Royal Infirmary,General Surgery,,Dumfries and Galloway Royal Infirmary,Palliative Medicine,Palliative Medicine and Haematology,Solway Medical Group,General Practice,"Solway Medical Group, Kikcudbright Health Centre, St Mary's Place, Kirkcudbright, DG6 4BJ (Y18199)"
West,ScotW24004,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,Dumfries and Galloway Royal Infirmary,Acute Internal Medicine,Dumfries and Galloway Royal Infirmary,General Surgery,Gillbrae Medical Practice,General Practice,"Gillbrae Medical Practice, Gillbrae Road, Dumfries, DG1 4EJ (Y18310)",Dumfries and Galloway Royal Infirmary,General Surgery,,Dumfries and Galloway Royal Infirmary,Paediatrics,
West,ScotW24005,Dumfries and Galloway Royal Infirmary,General Surgery,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,Dumfries and Galloway Royal Infirmary,Acute Internal Medicine,Dumfries and Galloway Royal Infirmary,Paediatrics,,Gillbrae Medical Practice,General Practice,"Gillbrae Medical Practice, Gillbrae Road, Dumfries, DG1 4EJ (Y18310)",Dumfries and Galloway Royal Infirmary,General Surgery,
West,ScotW24006,Dumfries and Galloway Royal Infirmary,Acute Internal Medicine,Dumfries and Galloway Royal Infirmary,General Surgery,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,Dumfries and Galloway Royal Infirmary,General Surgery,,Dumfries and Galloway Royal Infirmary,Paediatrics,,Gillbrae Medical Practice,General Practice,"Gillbrae Medical Practice, Gillbrae Road, Dumfries, DG1 4EJ (Y18310)"
West,ScotW24007,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,Dumfries and Galloway Royal Infirmary,Acute Internal Medicine,Dumfries and Galloway Royal Infirmary,General Surgery,Lochmaben Medical Group,General Practice,"Lochmaben Medical Group, 42-44 High Street, Lochmaben, DG11 1NH (Y18377)",Dumfries and Galloway Royal Infirmary,Trauma and Orthopaedic Surgery,,Dumfries and Galloway Royal Infirmary,Paediatrics,
West,ScotW24008,Dumfries and Galloway Royal Infirmary,General Surgery,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,Dumfries and Galloway Royal Infirmary,Acute Internal Medicine,Dumfries and Galloway Royal Infirmary,Paediatrics,,Lochmaben Medical Group,General Practice,"Lochmaben Medical Group, 42-44 High Street, Lochmaben, DG11 1NH (Y18377)",Dumfries and Galloway Royal Infirmary,Trauma and Orthopaedic Surgery,
West,ScotW24009,Dumfries and Galloway Royal Infirmary,Acute Internal Medicine,Dumfries and Galloway Royal Infirmary,General Surgery,Dumfries and Galloway Royal Infirmary,General (Internal) Medicine,Dumfries and Galloway Royal Infirmary,Trauma and Orthopaedic Surgery,,Dumfries and Galloway Royal Infirmary,Paediatrics,,Lochmaben Medical Group,General Practice,"Lochmaben Medical Group, 42-44 High Street, Lochmaben, DG11 1NH (Y18377)"
